year,month,day,hour,minute,seconds,jday,wv_height,wnd_dir,wnd_spd,wnd_gspd,atm_prs,air_temp
2.0100000e+03,1.0000000e+01,3.0000000e+00,3.0000000e+00,4.3000000e+01,0.0000000e+00,2.7615486e+02,4.0000000e+00,1.8300000e+02,9.2000000e+00,1.1200000e+01,1.0166000e+03,1.4300000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,4.0000000e+00,4.3000000e+01,0.0000000e+00,2.7619653e+02,3.9000000e+00,1.8500000e+02,9.3000000e+00,1.1100000e+01,1.0157000e+03,1.4200000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,5.0000000e+00,4.3000000e+01,0.0000000e+00,2.7623819e+02,3.7500000e+00,1.8100000e+02,9.5000000e+00,1.2000000e+01,1.0150000e+03,1.4300000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,6.0000000e+00,4.3000000e+01,0.0000000e+00,2.7627986e+02,3.3500000e+00,1.8200000e+02,9.6000000e+00,1.2000000e+01,1.0144000e+03,1.4300000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,7.0000000e+00,4.3000000e+01,0.0000000e+00,2.7632153e+02,3.4800000e+00,1.8100000e+02,1.0000000e+01,1.2500000e+01,1.0137000e+03,1.4400000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,8.0000000e+00,4.3000000e+01,0.0000000e+00,2.7636319e+02,3.4600000e+00,1.8600000e+02,1.0400000e+01,1.3100000e+01,1.0130000e+03,1.4500000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,9.0000000e+00,4.3000000e+01,0.0000000e+00,2.7640486e+02,3.3300000e+00,1.8200000e+02,1.0800000e+01,1.3200000e+01,1.0124000e+03,1.4500000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.0000000e+01,4.3000000e+01,0.0000000e+00,2.7644653e+02,3.3100000e+00,1.8200000e+02,1.0700000e+01,1.3200000e+01,1.0117000e+03,1.4700000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.1000000e+01,4.3000000e+01,0.0000000e+00,2.7648819e+02,3.4300000e+00,1.8400000e+02,1.0100000e+01,1.1800000e+01,1.0111000e+03,1.4000000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.2000000e+01,4.3000000e+01,0.0000000e+00,2.7652986e+02,3.8000000e+00,3.1100000e+02,8.9000000e+00,1.1000000e+01,1.0113000e+03,1.2000000e+01
