time,current_ec,current_nc,pressure
734048.984092199,-0.01,0.026,2096.14299821
734048.984786944,-0.012,0.02,2096.15574686
734048.985481724,-0.006,0.036,2096.22243208
734048.986175775,-0.014,-0.006,2096.27538799
734048.986870544,-0.006,-0.001,2096.30578861
734048.987564606,-0.001,0.04,2096.1743795
734048.988259352,-0.018,-0.006,2096.06552568
734048.988953426,0.006,0.037,2096.07533233
734048.989648206,-0.003,0.05,2096.11750093
734048.990342268,-0.011,0.022,2096.25871668
734048.991037002,-0.002,0.03,2096.20085745
734048.991731088,0,0.045,2096.27048466
734048.99242581,-0.006,0.035,2096.13711423
734048.993120567,-0.008,0.018,2096.04591238
734048.993837581,NaN,NaN,NaN
734048.993837593,NaN,NaN,NaN
734048.993849433,NaN,NaN,NaN
734048.993861215,NaN,NaN,NaN
734048.993872338,NaN,NaN,NaN
734048.99388419,-0.016,0.022,2096.21850942
734048.994509398,-0.005,0.042,2096.12240425
734048.995203449,-0.012,0.006,2096.20576077
734048.995898206,-0.012,0.006,2096.24694871
734048.996592292,0.001,0.052,2095.93509723
734048.997287049,0.003,0.075,2096.24596804
734048.997981111,-0.015,0.013,2096.16555351
734048.998675868,-0.02,0.016,2096.18124415
734048.999369931,-0.023,0.033,2096.29696262
734049.000064676,-0.015,0.028,2096.32540191
734049.000759433,-0.011,0.038,2096.13711423
734049.001453495,-0.019,0.008,2096.09396496
734049.002148252,-0.03,-0.003,2096.18124415
734049.002842326,-0.002,0.039,2096.21262543
734049.003537072,-0.032,-0.04,2096.1714375
734049.004231123,-0.009,0.036,2096.30186595
734049.004925914,-0.001,0.049,2096.16751484
734049.005619977,-0.022,0.011,2096.24204538
734049.006314745,-0.032,-0.023,2096.15084354
734049.007009456,-0.022,0.03,2096.14397888
734049.007703565,-0.029,0.027,2096.05277703
734049.008398287,-0.021,0.017,2096.28519464
734049.009092361,-0.016,0.035,2096.40483577
734049.009787107,-0.022,0.021,2096.33030523
734049.010481169,-0.004,0.091,2096.30578861
734049.011175914,-0.032,0.01,2096.40777776
734049.011869988,-0.013,0.036,2096.34697654
734049.012564769,-0.001,0.047,2096.37345449
734049.013258831,-0.014,0.042,2096.31069193
734049.013953588,-0.022,0.04,2096.20281878
734049.014648333,-0.013,0.039,2096.23125807
734049.015342419,-0.021,0.049,2096.30088528
734049.016037153,-0.034,0.01,2096.31657592
734049.016731215,-0.027,0.024,2096.22145142
734049.017425995,-0.026,0.001,2096.29107863
734049.018120035,-0.01,0.08,2096.29696262
734049.01881478,-0.024,0.044,2096.24891004
734049.019508877,-0.034,0.03,2096.2332194
734049.0202036,-0.016,0.052,2096.37835782
734049.020897685,-0.015,0.05,2096.48328897
734049.021592431,-0.034,0.024,2096.31069193
734049.022287199,-0.008,0.06,2096.34207321
734049.02298125,-0.034,0.001,2096.27931065
734049.023676007,-0.038,0,2096.43229439
734049.024370081,-0.016,0.038,2096.36560917
734049.02506485,-0.028,0.052,2096.49015363
734049.0257589,-0.061,-0.049,2096.33815055
734049.026453646,-0.023,0.053,2096.50388294
734049.02714772,-0.033,0.02,2096.49113429
734049.027842465,-0.028,0.008,2096.28519464
734049.028536562,-0.034,-0.012,2096.48819229
734049.029231308,-0.009,0.039,2096.46661766
734049.029926042,-0.008,0.051,2096.39110646
734049.030620116,0,0.057,2096.33913121
734049.03131485,-0.037,0.008,2096.5048636
734049.032008912,-0.018,0.011,2096.44896569
734049.032703692,0.004,0.066,2096.44112038
734049.033397766,-0.027,0.01,2096.37835782
734049.034092523,-0.024,0.022,2096.41366175
734049.034786586,-0.012,0.051,2096.32540191
734049.035504306,NaN,NaN,NaN
734049.035504317,NaN,NaN,NaN
734049.0355161,NaN,NaN,NaN
734049.035527917,NaN,NaN,NaN
734049.035539039,NaN,NaN,NaN
734049.035550891,-0.025,0.021,2096.44700436
734049.0361761,-0.024,0.002,2096.62940806
734049.03687015,-0.042,-0.021,2096.4293524
734049.037564896,-0.029,0.018,2096.49015363
734049.03825897,-0.027,0.022,2096.51565092
734049.038953715,-0.014,0.038,2096.65000202
734049.039647801,-0.02,0.062,2096.60783343
734049.040342546,-0.031,0.014,2096.65784734
734049.041036597,0.007,0.075,2096.47544365
734049.041731354,-0.033,0.01,2096.54801286
734049.04242544,-0.029,0.038,2096.47838565
734049.043120185,-0.041,0.017,2096.5637035
734049.043814942,-0.041,-0.017,2096.74610719
734049.044509039,-0.012,0.062,2096.54507087
734049.045203762,-0.04,0.021,2096.50290227
734049.045897859,-0.02,0.033,2096.59606545
734049.046592581,-0.047,-0.013,2096.54899352
734049.047286644,-0.017,0.057,2096.57547148
734049.047981412,-0.018,0.03,2096.61862074
734049.048675463,-0.029,0.032,2096.62646606
734049.049370243,-0.058,-0.044,2096.62744673
734049.050064977,-0.044,0.005,2096.55978084
734049.050759039,-0.041,0.005,2096.65490535
734049.051453785,-0.041,0.018,2096.50584427
734049.05214787,-0.062,-0.008,2096.55291618
734049.052842627,-0.037,0.004,2096.62842739
734049.05353669,-0.058,-0.022,2096.64509869
734049.054231447,-0.046,0.03,2096.60685276
734049.054925498,-0.037,0.029,2096.62450473
734049.055620255,-0.026,0.064,2096.46661766
734049.056314317,-0.026,0.032,2096.62646606
734049.057009109,-0.048,0.008,2096.69609327
734049.057703831,-0.033,0.043,2096.85986433
734049.058397894,-0.027,0.023,2096.62156273
734049.05909265,-0.04,0.02,2096.68432529
734049.059786725,-0.027,0.044,2096.79808243
734049.06048147,-0.045,0.023,2096.69511261
734049.061175556,-0.026,0.038,2096.68628662
734049.061870313,-0.031,0.044,2096.66863466
734049.062564375,-0.037,0.024,2096.76866249
734049.063259132,-0.048,0.001,2096.73531988
734049.063953866,-0.019,0.048,2096.72551323
734049.06464794,-0.031,0.02,2096.71668724
734049.065342697,-0.038,0.035,2096.80004377
734049.066036748,-0.044,0.023,2096.75591384
734049.066731505,-0.048,-0.005,2096.86182566
734049.06742559,-0.046,-0.011,2096.65392468
734049.068120347,-0.04,0.022,2096.70884192
734049.068814387,-0.039,0.023,2096.79808243
734049.069509178,-0.036,0.036,2096.71178392
734049.070203241,-0.036,0.028,2096.87163231
734049.070897998,-0.034,0.048,2096.89614893
734049.071592743,-0.041,0.019,2096.8382897
734049.072286817,-0.042,0.034,2096.91085891
734049.072981574,-0.039,0.039,2096.99421544
734049.073675625,-0.026,0.059,2096.81965706
734049.074370359,-0.046,-0.007,2096.94910484
734049.075064444,-0.055,0.02,2096.78043047
734049.075759201,-0.036,0.062,2096.84025103
734049.076453241,-0.038,0.02,2096.8382897
734049.077170984,NaN,NaN,NaN
734049.077170995,NaN,NaN,NaN
734049.077182801,NaN,NaN,NaN
734049.077193924,NaN,NaN,NaN
734049.077205764,NaN,NaN,NaN
734049.077217558,-0.023,0.07,2096.7431652
734049.077842072,-0.055,0.002,2096.96969881
734049.07853684,-0.043,0.024,2097.06972664
734049.079231597,-0.014,0.056,2096.66275066
734049.079925671,-0.05,0.01,2097.00794474
734049.080620394,-0.026,0.079,2096.89516827
734049.081314479,-0.002,0.104,2096.89026494
734049.082009248,-0.04,0.039,2096.87849697
734049.082703299,-0.053,0.031,2096.91772356
734049.083398044,-0.034,0.045,2097.07757196
734049.084092106,-0.041,0.032,2096.92066556
734049.084786887,-0.016,0.089,2097.11875989
734049.085480949,-0.034,0.035,2097.02363539
734049.086175706,-0.044,0.015,2096.94224019
734049.086870463,-0.009,0.096,2096.9559695
734049.087564502,-0.035,0.051,2096.95695016
734049.088259294,-0.024,0.056,2097.06482332
734049.088953322,-0.017,0.094,2096.8382897
734049.08964809,-0.058,0.004,2097.01971273
734049.090342176,-0.034,0.064,2096.81377307
734049.09103691,-0.042,0.048,2097.12366321
734049.091730949,-0.021,0.09,2096.9755828
734049.092425741,-0.053,0.041,2096.89222627
734049.093120486,-0.048,0.051,2097.20505841
734049.093814537,-0.054,0.042,2096.96969881
734049.094509329,-0.067,0.026,2096.96185349
734049.09520338,-0.039,0.095,2097.19721309
734049.095898148,-0.042,0.088,2096.95989216
734049.096592188,-0.059,0.046,2096.90595558
734049.097286979,-0.021,0.096,2096.97460214
734049.097981007,-0.06,0.021,2097.06090065
734049.098675787,-0.04,0.053,2097.05599733
734049.099369838,-0.039,0.068,2097.09424326
734049.100064618,-0.048,0.051,2097.19819375
734049.100759363,-0.057,0.031,2096.96675681
734049.101453403,-0.05,0.053,2096.96381482
734049.102148183,-0.048,0.038,2097.08051395
734049.102842222,-0.018,0.1,2097.09718526
734049.103536979,-0.03,0.092,2097.16485114
734049.104231042,-0.038,0.061,2097.16681247
734049.10492581,-0.03,0.093,2097.11189524
734049.105619873,-0.036,0.06,2096.99911876
734049.106314618,-0.022,0.108,2097.12464388
734049.107009387,-0.013,0.121,2097.03050004
734049.107703472,-0.044,0.048,2097.07462996
734049.108398206,-0.079,0.018,2096.95008551
734049.109092292,-0.035,0.082,2097.22467171
734049.109787049,-0.04,0.076,2097.20309708
734049.1104811,-0.05,0.074,2097.18152245
734049.111175845,-0.058,0.066,2097.14817984
734049.111869919,-0.061,0.056,2097.11483723
734049.112564676,-0.09,0.048,2097.18642577
734049.113258715,-0.065,0.091,2097.14916051
734049.113953495,-0.06,0.081,2097.29429893
734049.114648264,-0.038,0.115,2097.22663304
734049.115342315,-0.053,0.073,2097.22859437
734049.116037072,-0.056,0.051,2097.19329043
734049.116731134,-0.028,0.108,2097.11091457
734049.117425903,-0.038,0.065,2097.18348378
734049.118119954,-0.034,0.047,2097.26585964
734049.118837662,NaN,NaN,NaN
734049.118837674,NaN,NaN,NaN
734049.118849479,NaN,NaN,NaN
734049.118860613,NaN,NaN,NaN
734049.118872419,NaN,NaN,NaN
734049.118884248,-0.012,0.099,2097.21584573
734049.119508785,0.01,0.129,2097.16387048
734049.120203542,-0.016,0.108,2097.28645361
734049.120897581,-0.048,0.072,2097.26684031
734049.121592349,-0.053,0.071,2097.26291765
734049.122287106,-0.078,0.032,2097.37373279
734049.122981169,-0.045,0.079,2097.18348378
734049.123675938,-0.036,0.076,2097.13935386
734049.12437,-0.066,0.067,2097.27860828
734049.125064745,-0.051,0.107,2097.23840102
734049.125758808,-0.077,0.047,2097.37275212
734049.126453576,-0.041,0.11,2097.24134302
734049.127147627,-0.056,0.065,2097.27958895
734049.127842396,-0.03,0.087,2097.30998957
734049.12853713,-0.05,0.064,2097.24134302
734049.129231204,-0.063,0.049,2097.25605299
734049.129925984,-0.028,0.118,2097.32077688
734049.130620023,-0.084,0.022,2097.18250311
734049.13131478,-0.035,0.093,2097.27762762
734049.132008854,-0.063,0.064,2097.2305557
734049.132703623,-0.054,0.066,2097.35510015
734049.133397662,-0.051,0.077,2097.32764154
734049.134092431,-0.068,0.053,2097.17661912
734049.134786505,-0.044,0.1,2097.27664696
734049.13548125,-0.077,0.046,2097.45806998
734049.136175995,-0.033,0.134,2097.27272429
734049.136870046,-0.073,0.059,2097.21192307
734049.137564838,-0.037,0.115,2097.42766936
734049.138258877,-0.02,0.138,2097.3090089
734049.138953657,-0.07,0.078,2097.27664696
734049.139647685,-0.074,0.045,2097.29233759
734049.140342465,-0.047,0.08,2097.39334609
734049.141036528,-0.042,0.093,2097.37569412
734049.141731262,-0.052,0.073,2097.41197872
734049.142425336,-0.041,0.07,2097.28155028
734049.143120116,-0.047,0.083,2097.3678488
734049.143814838,-0.028,0.081,2097.52671653
734049.144508912,-0.02,0.08,2097.30018292
734049.14520368,-0.054,0.046,2097.4266887
734049.145897743,-0.026,0.082,2097.44237934
734049.146592512,-0.017,0.058,2097.38353944
734049.147286562,-0.003,0.086,2097.2893956
734049.147981319,-0.036,0.009,2097.44728266
734049.148675394,-0.007,0.061,2097.32666087
734049.14937015,-0.028,0.026,2097.3678488
734049.150064213,-0.011,0.055,2097.55417515
734049.150758981,-0.02,0.045,2097.3874621
734049.151453715,-0.027,0.05,2097.46689596
734049.152147778,0.012,0.096,2097.36686814
734049.152842523,-0.031,0.021,2097.35706149
734049.153536632,0.02,0.089,2097.49043193
734049.154231354,0.019,0.078,2097.35019683
734049.154925417,-0.034,0.018,2097.52377454
734049.155620197,-0.012,0.05,2097.41099806
734049.156314271,-0.008,0.077,2097.45905064
734049.157009016,0.005,0.092,2097.27174363
734049.157703762,-0.044,0.03,2097.29626026
734049.158397824,-0.024,0.085,2097.53554252
734049.159092593,-0.025,0.073,2097.35608082
734049.159786643,-0.011,0.067,2097.4266887
734049.160504352,NaN,NaN,NaN
734049.160504363,NaN,NaN,NaN
734049.160516169,NaN,NaN,NaN
734049.160527303,NaN,NaN,NaN
734049.16053912,NaN,NaN,NaN
734049.160550949,-0.034,0.037,2097.33548685
734049.161175475,-0.011,0.06,2097.31391222
734049.16187022,-0.019,0.041,2097.46493464
734049.162564259,0.021,0.078,2097.42276604
734049.163259051,-0.022,0.021,2097.38942343
734049.163953102,0.006,0.066,2097.3452935
734049.16464787,-0.001,0.036,2097.48748993
734049.165342627,-0.002,0.034,2097.32469954
734049.166036678,-0.014,0.033,2097.34039018
734049.166731458,-0.016,0.014,2097.49533525
734049.167425498,0.003,0.059,2097.49337392
734049.168120266,-0.04,-0.012,2097.36000348
734049.168814306,0.031,0.088,2097.65126099
734049.169509086,0.007,0.053,2097.4659153
734049.170203125,-0.032,0.006,2097.36882947
734049.170897917,0.007,0.034,2097.48847059
734049.171591979,0.033,0.069,2097.51494855
734049.172286736,0.034,0.084,2097.31391222
734049.172981493,0.036,0.091,2097.36196481
734049.173675521,0.001,0.055,2097.55515582
734049.174370324,0.008,0.063,2097.48945126
734049.175064352,-0.032,0.018,2097.49239326
734049.17575912,0.009,0.055,2097.35804215
734049.176453194,0.009,0.07,2097.51298722
734049.177147928,0.011,0.076,2097.33842885
734049.177842002,-0.028,0.031,2097.48650927
734049.178536771,-0.002,0.075,2097.33744819
734049.179231516,0.009,0.096,2097.44924399
734049.179925556,0.02,0.109,2097.52377454
734049.180620347,-0.006,0.076,2097.50416124
734049.181314387,0.006,0.074,2097.43453402
734049.182009144,0.061,0.123,2097.42570804
734049.182703229,-0.003,0.037,2097.37667478
734049.183397963,-0.015,0.03,2097.43355335
734049.184092049,0.013,0.072,2097.62772503
734049.184786782,-0.008,0.039,2097.58555643
734049.185480856,0.004,0.054,2097.52671653
734049.18617559,0.021,0.068,2097.53260052
734049.186870347,0.019,0.088,2097.51985188
734049.187564421,-0.039,0.035,2097.51298722
734049.188259201,-0.023,0.041,2097.58849843
734049.188953252,0.015,0.064,2097.42178538
734049.189648009,-0.017,0.034,2097.54829116
734049.190342083,0.039,0.1,2097.50710323
734049.19103684,0.007,0.056,2097.58555643
734049.19173088,-0.009,0.036,2097.42570804
734049.192425648,-0.004,0.051,2097.50416124
734049.193119722,-0.021,0.016,2097.51102589
734049.193814456,0.007,0.084,2097.60615039
734049.194509248,-0.027,0.056,2097.41884338
734049.195203299,0.002,0.077,2097.50808389
734049.195898032,0.012,0.106,2097.43747601
734049.19659213,-0.018,0.051,2097.44434067
734049.197286875,0.001,0.056,2097.39138476
734049.197980926,0,0.031,2097.41982405
734049.198675671,-0.014,0.024,2097.4100174
734049.199369734,0.009,0.058,2097.57673045
734049.200064525,-0.01,0.043,2097.55123316
734049.200759259,0.004,0.061,2097.67675827
734049.20145331,0,0.08,2097.43943734
734049.202170313,NaN,NaN,NaN
734049.202171018,NaN,NaN,NaN
734049.20218287,NaN,NaN,NaN
734049.202193982,NaN,NaN,NaN
734049.202205787,NaN,NaN,NaN
734049.202216933,0.011,0.078,2097.40903673
734049.202842153,0.01,0.076,2097.45905064
734049.203536921,-0.008,0.066,2097.59438241
734049.204230961,-0.022,0.036,2097.43943734
734049.204925706,0.007,0.079,2097.38059745
734049.205619803,-0.024,0.07,2097.45218599
734049.206314549,-0.041,0.028,2097.446302
734049.2070086,-0.032,0.042,2097.52573587
734049.207703391,-0.028,0.075,2097.31685422
734049.208398113,0,0.089,2097.50906456
734049.209092176,0.004,0.084,2097.35019683
734049.209786933,-0.025,0.05,2097.52377454
734049.210481007,-0.023,0.053,2097.55907848
734049.211175752,-0.03,0.048,2097.59144042
734049.21186985,-0.009,0.041,2097.45316665
734049.212564595,-0.001,0.06,2097.46885729
734049.213258657,-0.012,0.03,2097.43747601
734049.213953403,0.001,0.056,2097.49631592
734049.214647477,0.014,0.066,2097.31489289
734049.215342222,-0.016,0.025,2097.54829116
734049.216036968,0.001,0.045,2097.22172972
734049.216731042,-0.012,0.018,2097.53946518
734049.21742581,-0.006,0.014,2097.4296307
734049.218119861,0.013,0.049,2097.42865003
734049.21881463,0.001,0.033,2097.38550077
734049.219508704,0.005,0.052,2097.43257269
734049.220203437,0.018,0.072,2097.55221382
734049.220897512,-0.007,0.018,2097.50318057
734049.221592257,0.007,0.054,2097.50710323
734049.222287037,0.006,0.058,2097.41688205
734049.222981088,-0.033,0.024,2097.52279387
734049.223675856,0.017,0.11,2097.51887121
734049.224369907,-0.031,0.031,2097.33842885
734049.225064664,-0.011,0.049,2097.33744819
734049.225758704,-0.009,0.063,2097.38844277
734049.226453461,-0.007,0.048,2097.42374671
734049.22714765,-0.006,0.042,2097.32371887
734049.227842419,-0.018,0.018,2097.43747601
734049.22853647,-0.009,0.04,2097.41982405
734049.229231262,0.01,0.073,2097.33940951
734049.229925312,0.018,0.084,2097.35804215
734049.230620058,-0.013,0.018,2097.38648143
734049.231314132,-0.003,0.026,2097.3874621
734049.232008866,0.004,0.051,2097.18740644
734049.232703646,-0.004,0.016,2097.32273821
734049.233397685,-0.003,0.037,2097.34921617
734049.234092454,0.03,0.08,2097.3874621
734049.234786516,-0.015,-0.011,2097.36882947
734049.235481262,0.001,0.019,2097.54240717
734049.236175324,0.027,0.053,2097.35313882
734049.236870081,0.004,0.043,2097.24428501
734049.237564155,0.05,0.103,2097.37863612
734049.238258924,-0.006,0.028,2097.35117749
734049.238953669,0,0.012,2097.24624634
734049.239647755,0.037,0.061,2097.31587356
734049.240342512,0.007,0.033,2097.28056962
734049.241036574,0.017,0.033,2097.40511407
734049.241731296,0.013,0.032,2097.29331826
734049.24242537,0.014,0.027,2097.32666087
734049.24312015,0.032,0.063,2097.27076296
734049.24383713,NaN,NaN,NaN
734049.243837824,NaN,NaN,NaN
734049.243848981,NaN,NaN,NaN
734049.243860787,NaN,NaN,NaN
734049.243872616,NaN,NaN,NaN
734049.24388375,0.012,0.049,2097.46101198
734049.244508981,0,0.023,2097.47376062
734049.245203032,-0.016,0.007,2097.39138476
734049.245897778,-0.026,-0.002,2097.15700582
734049.246592512,0.019,0.05,2097.29626026
734049.247286586,0.011,0.038,2097.30508624
